Station,Lat,Lon,Timestamp,CO,NO,NO2,O3,SO2,PM2_5,PM10,NH3,AQI,Type,source_file
Ujjain - Freeganj,23.18,75.78,2025-11-23 22:00:00,373.67,0.0,4.53,49.51,1.81,99.52,106.75,5.7,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-23 23:00:00,368.73,0.0,4.03,49.23,1.69,99.84,106.79,5.57,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-24 00:00:00,367.52,0.0,3.84,48.08,1.61,100.23,107.07,5.58,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-24 01:00:00,384.31,0.0,4.35,42.82,1.51,100.32,107.61,5.36,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-24 02:00:00,399.38,0.01,5.47,40.69,1.85,101.04,109.09,5.79,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-24 03:00:00,407.79,0.27,6.28,42.64,2.32,101.7,110.17,5.88,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-24 04:00:00,370.23,0.56,4.66,60.62,3.48,101.71,109.28,4.44,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-24 05:00:00,350.72,0.57,3.72,73.15,4.2,101.85,109.11,3.8,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-24 06:00:00,327.99,0.4,2.75,89.95,5.24,103.07,109.88,2.98,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-24 07:00:00,269.27,0.19,1.7,118.78,7.44,93.99,99.34,0.26,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-24 08:00:00,245.29,0.13,1.27,125.8,6.67,82.97,87.4,0.0,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-24 09:00:00,238.11,0.1,1.2,126.21,5.7,75.23,79.15,0.0,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-24 10:00:00,253.76,0.15,2.3,115.3,4.79,74.15,78.33,0.54,4,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-24 11:00:00,283.95,0.14,4.73,104.22,4.53,75.09,80.13,3.62,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-24 12:00:00,317.26,0.03,7.87,96.91,4.73,75.89,81.8,7.04,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-24 13:00:00,353.27,0.0,10.23,89.8,5.08,77.13,84.15,10.42,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-24 14:00:00,387.37,0.0,11.05,79.93,5.06,78.97,87.32,12.59,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-24 15:00:00,415.21,0.0,10.84,68.33,4.37,80.44,89.67,12.05,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-24 16:00:00,423.48,0.0,9.75,57.69,3.13,79.84,88.93,8.23,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-24 17:00:00,422.35,0.0,8.59,53.52,2.53,79.58,87.97,6.08,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-24 18:00:00,406.3,0.0,7.36,54.45,2.22,79.22,86.32,4.72,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-24 19:00:00,354.1,0.0,4.95,68.36,2.55,77.66,82.68,3.08,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-24 20:00:00,337.29,0.0,3.95,68.18,2.24,78.3,82.86,2.79,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-24 21:00:00,331.24,0.0,3.37,65.24,1.95,79.45,83.95,2.74,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-24 22:00:00,329.77,0.0,2.99,62.47,1.75,80.98,85.57,2.67,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-24 23:00:00,331.51,0.0,2.76,60.52,1.63,83.27,88.03,2.62,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-25 00:00:00,336.74,0.0,2.73,58.45,1.6,86.06,91.09,2.6,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-25 01:00:00,346.2,0.0,3.11,56.26,1.74,88.88,94.43,2.77,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-25 02:00:00,364.04,0.0,4.2,53.97,2.13,92.0,98.49,3.28,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-25 03:00:00,374.53,0.18,5.01,55.76,2.74,94.65,101.76,3.54,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-25 04:00:00,344.18,0.38,3.92,71.89,4.24,97.06,103.84,2.37,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-25 05:00:00,332.57,0.45,3.33,80.65,4.97,97.45,104.2,2.1,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-25 06:00:00,319.69,0.37,2.69,93.86,5.89,99.55,106.22,1.58,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-25 07:00:00,251.81,0.18,1.67,123.36,7.45,93.06,98.31,0.0,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-25 08:00:00,228.31,0.11,1.16,127.45,6.15,81.03,85.2,0.0,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-25 09:00:00,222.6,0.09,1.12,127.01,5.61,75.14,78.9,0.0,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-25 10:00:00,233.15,0.13,2.0,119.3,5.32,75.63,79.64,0.0,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-25 11:00:00,254.88,0.14,3.98,110.4,5.31,78.19,82.95,1.24,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-25 12:00:00,279.87,0.04,6.64,105.7,5.69,79.69,85.26,3.6,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-25 13:00:00,310.15,0.0,8.71,99.4,5.95,81.55,88.18,5.99,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-25 14:00:00,334.97,0.0,9.23,90.66,5.75,83.33,91.04,7.34,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-25 15:00:00,351.74,0.0,8.83,85.22,5.49,84.32,92.48,7.55,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-25 16:00:00,363.23,0.0,8.31,79.53,5.12,83.7,91.85,7.46,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-25 17:00:00,384.53,0.0,8.22,71.61,4.37,84.93,93.21,7.44,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-25 18:00:00,399.37,0.0,7.86,65.65,3.51,86.89,94.94,6.69,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-25 19:00:00,397.77,0.0,6.78,62.81,2.86,88.31,95.71,5.46,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-25 20:00:00,392.81,0.0,5.47,62.68,2.53,90.67,97.72,4.67,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-25 21:00:00,386.79,0.0,4.35,63.6,2.38,93.76,100.65,4.21,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-25 22:00:00,379.69,0.0,3.48,65.03,2.39,97.22,104.01,3.83,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-25 23:00:00,374.97,0.0,2.93,66.8,2.51,101.64,108.42,3.48,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-26 00:00:00,374.43,0.0,2.7,67.97,2.7,106.62,113.44,3.18,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-26 01:00:00,375.62,0.0,2.92,68.04,3.07,111.25,118.34,3.09,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-26 02:00:00,386.21,0.0,3.82,67.99,3.94,116.05,123.82,3.31,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-26 03:00:00,387.72,0.09,4.56,71.35,5.4,120.04,128.26,3.09,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-26 04:00:00,372.18,0.31,4.14,79.9,7.31,122.44,130.74,2.26,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-26 05:00:00,360.27,0.44,3.68,88.97,8.81,125.08,133.51,1.59,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-26 06:00:00,343.67,0.38,3.04,105.13,11.12,130.27,138.68,0.43,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-26 07:00:00,289.38,0.21,1.99,132.51,13.69,127.22,134.35,0.0,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-26 08:00:00,254.62,0.13,1.45,137.42,11.71,114.54,120.44,0.0,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-26 09:00:00,238.93,0.11,1.36,136.48,10.16,105.41,110.64,0.0,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-26 10:00:00,244.93,0.13,2.23,125.59,8.72,103.22,108.47,0.0,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-26 11:00:00,263.94,0.13,4.08,109.77,7.49,104.01,109.75,0.49,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-26 12:00:00,287.08,0.03,6.43,98.57,6.87,103.9,110.19,2.25,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-26 13:00:00,315.77,0.0,8.55,88.32,6.32,105.12,112.31,3.66,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-26 14:00:00,348.44,0.0,9.68,79.5,5.81,108.04,116.48,5.19,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-26 15:00:00,375.87,0.0,9.95,72.67,5.44,111.57,121.15,6.44,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-26 16:00:00,388.59,0.0,9.49,67.26,5.1,113.52,123.58,7.06,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-26 17:00:00,393.68,0.0,8.77,64.86,4.77,115.73,125.68,7.03,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-26 18:00:00,381.87,0.0,7.64,65.26,4.55,116.87,125.88,6.35,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-26 19:00:00,352.35,0.0,5.84,70.02,4.75,117.32,125.04,4.93,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-26 20:00:00,336.55,0.0,4.46,71.9,4.68,119.4,126.3,4.24,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-26 21:00:00,325.91,0.0,3.36,76.67,5.33,122.44,128.93,3.4,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-26 22:00:00,319.44,0.0,2.63,83.85,6.9,126.25,132.69,1.97,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-26 23:00:00,323.42,0.0,2.41,83.98,7.01,129.75,136.26,1.88,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-27 00:00:00,329.49,0.0,2.42,81.87,6.67,132.2,138.84,2.06,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-27 01:00:00,337.39,0.0,2.74,78.61,6.36,133.26,140.22,2.24,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-27 02:00:00,350.95,0.0,3.54,76.47,6.69,135.01,142.69,2.25,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-27 03:00:00,361.72,0.08,4.32,77.88,7.82,137.76,146.14,1.68,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-27 04:00:00,360.72,0.27,4.09,84.74,9.57,140.67,149.47,0.71,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-22 05:00:00,456.65,0.74,3.94,70.04,6.23,121.04,131.69,6.05,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-22 06:00:00,431.04,0.45,2.76,89.17,6.98,122.01,131.89,5.48,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-22 07:00:00,324.67,0.17,1.58,145.14,18.65,113.87,122.12,1.01,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-22 08:00:00,284.93,0.13,1.3,156.99,19.76,110.06,117.64,0.14,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-22 09:00:00,267.37,0.11,1.28,159.61,18.9,107.45,114.6,0.0,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-22 10:00:00,272.54,0.14,2.11,145.69,16.49,108.74,115.94,0.59,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-22 11:00:00,290.68,0.15,3.76,124.7,13.5,110.47,118.07,2.38,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-22 12:00:00,311.93,0.04,5.9,110.25,11.69,111.34,119.43,4.18,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-22 13:00:00,334.15,0.0,7.37,100.76,10.68,111.58,120.33,6.24,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-22 14:00:00,357.29,0.0,8.02,93.35,9.85,112.7,122.35,8.37,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-22 15:00:00,382.91,0.0,8.4,87.34,9.2,114.47,125.11,10.82,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-22 16:00:00,402.67,0.0,8.6,81.38,8.59,115.43,126.74,13.12,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-22 17:00:00,426.07,0.0,8.84,76.42,8.15,118.1,130.09,15.1,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-22 18:00:00,443.91,0.0,8.9,71.75,7.5,120.45,132.61,16.19,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-22 19:00:00,446.37,0.0,8.29,66.54,6.32,120.65,132.35,15.44,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-22 20:00:00,450.05,0.0,7.47,61.65,5.16,120.84,132.16,13.89,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-22 21:00:00,452.21,0.0,6.71,57.28,4.28,120.16,131.11,12.52,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-22 22:00:00,451.94,0.0,6.08,53.64,3.74,118.62,129.12,11.57,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-22 23:00:00,451.09,0.0,5.57,51.34,3.56,117.56,127.69,11.29,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-23 00:00:00,449.42,0.0,5.26,49.83,3.6,117.2,127.06,11.33,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-23 01:00:00,448.23,0.0,5.32,47.91,3.72,116.17,125.96,11.4,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-23 02:00:00,456.54,0.01,6.13,44.97,3.68,115.3,125.53,11.26,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-23 03:00:00,464.02,0.34,6.75,45.1,3.82,114.44,124.98,10.79,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-23 04:00:00,439.35,0.75,5.54,58.78,5.15,111.26,121.15,8.69,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-23 05:00:00,416.79,0.75,4.53,67.36,5.31,107.71,117.03,7.82,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-23 06:00:00,390.01,0.5,3.4,81.18,5.91,108.74,117.39,6.3,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-23 07:00:00,286.21,0.11,2.0,132.29,14.05,105.38,112.17,0.65,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-23 08:00:00,254.4,0.06,1.66,137.67,13.42,97.78,103.7,0.0,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-23 09:00:00,243.47,0.05,1.62,136.21,12.1,92.19,97.65,0.0,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-23 10:00:00,250.45,0.07,2.35,123.07,10.26,92.21,97.76,0.31,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-23 11:00:00,266.43,0.07,3.75,105.85,8.44,93.37,99.35,2.29,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-23 12:00:00,284.83,0.02,5.44,95.86,7.56,94.49,100.97,4.4,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-23 13:00:00,305.52,0.0,6.88,88.89,7.14,95.55,102.72,6.76,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-23 14:00:00,330.17,0.0,7.66,81.46,6.68,97.28,105.46,9.0,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-23 15:00:00,356.16,0.0,8.12,73.52,6.1,99.35,108.6,11.14,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-23 16:00:00,375.55,0.0,8.23,64.58,5.15,99.9,109.89,12.08,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-23 17:00:00,395.4,0.0,8.19,56.37,3.93,101.04,111.44,11.02,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-23 18:00:00,406.44,0.0,7.97,50.42,2.87,101.63,111.75,9.07,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-23 19:00:00,400.37,0.0,7.13,47.69,2.19,100.55,109.68,7.27,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-23 20:00:00,393.39,0.0,6.21,47.23,1.92,100.12,108.5,6.48,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-23 21:00:00,384.87,0.0,5.32,47.83,1.8,99.82,107.58,6.06,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-23 22:00:00,373.67,0.0,4.53,49.51,1.81,99.52,106.75,5.7,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-23 23:00:00,368.73,0.0,4.03,49.23,1.69,99.84,106.79,5.57,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-24 00:00:00,367.52,0.0,3.84,48.08,1.61,100.23,107.07,5.58,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-24 01:00:00,384.31,0.0,4.35,42.82,1.51,100.32,107.61,5.36,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-24 02:00:00,399.38,0.01,5.47,40.69,1.85,101.04,109.09,5.79,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-24 03:00:00,407.79,0.27,6.28,42.64,2.32,101.7,110.17,5.88,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-24 04:00:00,370.23,0.56,4.66,60.62,3.48,101.71,109.28,4.44,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-24 05:00:00,350.72,0.57,3.72,73.15,4.2,101.85,109.11,3.8,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-24 06:00:00,327.99,0.4,2.75,89.95,5.24,103.07,109.88,2.98,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-24 07:00:00,269.27,0.19,1.7,118.78,7.44,93.99,99.34,0.26,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-24 08:00:00,245.29,0.13,1.27,125.8,6.67,82.97,87.4,0.0,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-24 09:00:00,238.11,0.1,1.2,126.21,5.7,75.23,79.15,0.0,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-24 10:00:00,253.76,0.15,2.3,115.3,4.79,74.15,78.33,0.54,4,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-24 11:00:00,283.95,0.14,4.73,104.22,4.53,75.09,80.13,3.62,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-24 12:00:00,317.26,0.03,7.87,96.91,4.73,75.89,81.8,7.04,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-24 13:00:00,353.27,0.0,10.23,89.8,5.08,77.13,84.15,10.42,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-24 14:00:00,387.37,0.0,11.05,79.93,5.06,78.97,87.32,12.59,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-24 15:00:00,415.21,0.0,10.84,68.33,4.37,80.44,89.67,12.05,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-24 16:00:00,423.48,0.0,9.75,57.69,3.13,79.84,88.93,8.23,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-24 17:00:00,422.35,0.0,8.59,53.52,2.53,79.58,87.97,6.08,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-24 18:00:00,406.3,0.0,7.36,54.45,2.22,79.22,86.32,4.72,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-24 19:00:00,354.1,0.0,4.95,68.36,2.55,77.66,82.68,3.08,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-24 20:00:00,337.29,0.0,3.95,68.18,2.24,78.3,82.86,2.79,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-24 21:00:00,331.24,0.0,3.37,65.24,1.95,79.45,83.95,2.74,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-24 22:00:00,329.77,0.0,2.99,62.47,1.75,80.98,85.57,2.67,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-24 23:00:00,331.51,0.0,2.76,60.52,1.63,83.27,88.03,2.62,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-25 00:00:00,336.74,0.0,2.73,58.45,1.6,86.06,91.09,2.6,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-25 01:00:00,346.2,0.0,3.11,56.26,1.74,88.88,94.43,2.77,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-25 02:00:00,364.04,0.0,4.2,53.97,2.13,92.0,98.49,3.28,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-25 03:00:00,374.53,0.18,5.01,55.76,2.74,94.65,101.76,3.54,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-25 04:00:00,344.18,0.38,3.92,71.89,4.24,97.06,103.84,2.37,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-25 05:00:00,332.57,0.45,3.33,80.65,4.97,97.45,104.2,2.1,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-25 06:00:00,319.69,0.37,2.69,93.86,5.89,99.55,106.22,1.58,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-25 07:00:00,251.81,0.18,1.67,123.36,7.45,93.06,98.31,0.0,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-25 08:00:00,228.31,0.11,1.16,127.45,6.15,81.03,85.2,0.0,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-25 09:00:00,222.6,0.09,1.12,127.01,5.61,75.14,78.9,0.0,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-25 10:00:00,233.15,0.13,2.0,119.3,5.32,75.63,79.64,0.0,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-25 11:00:00,254.88,0.14,3.98,110.4,5.31,78.19,82.95,1.24,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-25 12:00:00,279.87,0.04,6.64,105.7,5.69,79.69,85.26,3.6,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-25 13:00:00,310.15,0.0,8.71,99.4,5.95,81.55,88.18,5.99,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-25 14:00:00,334.97,0.0,9.23,90.66,5.75,83.33,91.04,7.34,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-25 15:00:00,351.74,0.0,8.83,85.22,5.49,84.32,92.48,7.55,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-25 16:00:00,363.23,0.0,8.31,79.53,5.12,83.7,91.85,7.46,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-25 17:00:00,384.53,0.0,8.22,71.61,4.37,84.93,93.21,7.44,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-25 18:00:00,399.37,0.0,7.86,65.65,3.51,86.89,94.94,6.69,5,Historical,aqi_historical_data.csv
Ujjain - Nanakheda,23.16,75.79,2025-11-25 19:00:00,397.77,0.0,6.78,62.81,2.86,88.31,95.71,5.46,5,Historical,aqi_historical_data.csv
