Station,Lat,Lon,Timestamp,CO,NO,NO2,O3,SO2,PM2_5,PM10,NH3,AQI,Type,source_file
Bhopal - Piplani,23.25,77.48,2025-11-27 03:00:00,367.59,0.06,2.88,58.74,2.15,124.17,131.82,4.87,5,Historical,aqi_historical_data.csv
Bhopal - Piplani,23.25,77.48,2025-11-27 04:00:00,370.43,0.18,2.71,61.44,2.77,125.81,133.98,4.76,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-22 05:00:00,379.91,0.45,2.44,76.94,5.27,107.52,115.53,5.58,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-22 06:00:00,369.24,0.29,1.79,88.5,6.01,107.93,115.89,5.19,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-22 07:00:00,279.7,0.12,1.07,147.1,19.87,101.14,108.36,0.3,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-22 08:00:00,239.93,0.09,0.91,154.75,19.26,92.35,98.56,0.0,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-22 09:00:00,226.29,0.08,0.93,154.32,17.82,88.72,94.49,0.0,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-22 10:00:00,232.56,0.12,1.62,141.38,15.57,90.88,96.72,0.51,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-22 11:00:00,248.02,0.13,2.95,125.48,13.24,93.39,99.55,3.27,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-22 12:00:00,265.93,0.03,4.67,114.34,11.81,94.88,101.4,6.14,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-22 13:00:00,283.44,0.0,5.62,106.36,10.89,96.22,103.12,8.66,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-22 14:00:00,300.94,0.0,5.7,99.2,9.72,99.01,106.34,10.09,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-22 15:00:00,315.13,0.0,5.41,90.78,8.19,101.67,109.28,11.09,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-22 16:00:00,320.87,0.0,4.86,79.39,5.69,101.03,108.54,10.98,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-22 17:00:00,326.73,0.0,4.53,72.77,4.18,101.49,108.97,10.93,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-22 18:00:00,327.73,0.0,4.24,69.55,3.47,102.37,109.6,10.61,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-22 19:00:00,319.78,0.0,3.71,68.15,3.16,102.45,109.17,9.23,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-22 20:00:00,315.44,0.0,3.19,68.04,3.04,103.72,110.08,8.15,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-22 21:00:00,313.19,0.0,2.79,68.69,3.13,105.48,111.61,7.37,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-22 22:00:00,311.89,0.0,2.51,68.56,3.21,106.75,112.73,6.72,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-22 23:00:00,314.71,0.0,2.41,65.85,2.93,108.37,114.31,6.4,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-23 00:00:00,321.05,0.0,2.45,62.23,2.65,110.07,116.06,6.13,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-23 01:00:00,327.6,0.0,2.69,58.12,2.53,110.86,117.02,6.02,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-23 02:00:00,338.52,0.01,3.33,54.84,2.75,111.76,118.37,6.26,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-23 03:00:00,349.04,0.13,3.94,54.39,3.29,112.33,119.43,6.53,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-23 04:00:00,343.44,0.3,3.36,72.25,5.75,113.3,120.83,5.54,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-23 05:00:00,338.24,0.36,2.7,77.67,5.93,112.13,119.71,5.33,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-23 06:00:00,334.45,0.29,2.08,83.29,5.81,112.25,119.77,5.21,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-23 07:00:00,243.07,0.06,1.2,138.99,13.05,97.79,103.74,0.06,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-23 08:00:00,216.39,0.04,0.99,139.55,10.88,86.91,91.83,0.0,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-23 09:00:00,210.91,0.02,1.02,135.29,9.66,82.57,87.12,0.0,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-23 10:00:00,217.17,0.01,1.48,127.19,8.71,83.61,88.19,0.0,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-23 11:00:00,229.25,0.01,2.3,116.65,7.83,86.85,91.65,0.48,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-23 12:00:00,243.41,0.0,3.16,110.44,7.33,89.34,94.37,2.28,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-23 13:00:00,257.3,0.0,3.63,106.32,6.91,91.99,97.29,3.88,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-23 14:00:00,269.61,0.0,3.49,102.04,6.24,95.21,100.76,4.63,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-23 15:00:00,276.69,0.0,3.05,98.74,5.54,97.49,103.04,4.78,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-23 16:00:00,277.29,0.0,2.64,94.35,4.82,97.28,102.69,4.94,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-23 17:00:00,282.79,0.0,2.65,88.41,4.04,98.07,103.49,5.63,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-23 18:00:00,288.32,0.0,2.72,82.52,3.35,98.87,104.25,6.18,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-23 19:00:00,291.35,0.0,2.76,75.47,2.65,99.13,104.37,6.44,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-23 20:00:00,297.81,0.0,2.79,68.67,2.07,100.11,105.3,6.53,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-23 21:00:00,303.93,0.0,2.76,63.0,1.65,101.17,106.31,6.33,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-23 22:00:00,307.89,0.0,2.67,58.08,1.36,101.44,106.52,5.81,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-23 23:00:00,312.48,0.0,2.59,54.92,1.17,102.09,107.13,5.27,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-24 00:00:00,316.72,0.0,2.57,52.7,1.06,102.81,107.85,4.68,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-24 01:00:00,334.32,0.0,1.81,61.47,1.26,107.84,112.96,4.88,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-24 02:00:00,339.35,0.0,2.17,59.17,1.34,107.71,113.18,4.63,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-24 03:00:00,343.32,0.08,2.49,58.67,1.55,107.23,113.09,4.59,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-24 04:00:00,340.97,0.23,2.28,60.93,1.83,106.08,112.13,4.57,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-24 05:00:00,336.55,0.28,1.89,64.75,1.94,104.67,110.73,4.77,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-24 06:00:00,331.12,0.24,1.51,71.4,2.04,103.98,110.01,4.88,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-24 07:00:00,266.62,0.11,0.94,109.41,5.85,98.44,103.81,0.33,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-24 08:00:00,239.03,0.08,0.83,119.15,6.41,92.11,96.95,0.0,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-24 09:00:00,231.57,0.07,0.85,120.06,6.04,88.43,92.94,0.0,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-24 10:00:00,235.43,0.06,1.17,116.88,5.55,87.5,91.81,0.0,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-24 11:00:00,243.97,0.04,1.75,109.38,4.99,87.04,91.14,0.56,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-24 12:00:00,255.1,0.01,2.33,104.06,4.62,85.32,89.24,1.97,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-24 13:00:00,267.04,0.0,2.51,101.9,4.4,84.44,88.57,3.03,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-24 14:00:00,279.34,0.0,2.41,102.49,4.39,86.25,91.0,3.75,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-24 15:00:00,292.75,0.0,2.27,102.63,4.42,90.46,95.94,4.35,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-24 16:00:00,301.88,0.0,2.2,99.59,4.33,94.62,100.7,4.91,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-24 17:00:00,315.0,0.0,2.26,95.35,4.08,99.32,105.86,5.6,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-24 18:00:00,324.0,0.0,2.28,90.64,3.71,102.74,109.47,6.09,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-24 19:00:00,326.68,0.0,2.13,85.88,3.28,104.16,110.73,6.28,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-24 20:00:00,329.26,0.0,1.9,83.32,3.05,105.16,111.56,6.01,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-24 21:00:00,329.76,0.0,1.69,81.65,2.89,105.49,111.71,5.46,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-24 22:00:00,329.16,0.0,1.53,79.3,2.6,104.32,110.39,4.98,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-24 23:00:00,331.68,0.0,1.48,74.9,2.07,102.77,108.69,4.87,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-25 00:00:00,335.25,0.0,1.5,70.49,1.62,101.09,106.95,4.8,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-25 01:00:00,338.54,0.0,1.63,66.01,1.42,99.27,105.23,4.68,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-25 02:00:00,346.8,0.0,1.96,63.05,1.48,98.75,105.12,4.66,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-25 03:00:00,354.0,0.06,2.32,61.45,1.67,99.27,106.09,4.65,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-25 04:00:00,357.0,0.2,2.22,63.04,2.07,100.41,107.67,4.55,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-25 05:00:00,355.8,0.24,1.88,68.89,2.68,102.55,110.15,4.4,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-25 06:00:00,351.48,0.2,1.51,78.86,3.55,106.47,114.3,3.89,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-25 07:00:00,320.96,0.12,1.16,111.98,8.51,124.19,131.97,0.15,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-25 08:00:00,300.36,0.1,1.09,125.21,9.89,129.5,136.96,0.0,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-25 09:00:00,289.1,0.08,1.08,128.28,9.34,126.9,133.97,0.0,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-25 10:00:00,282.71,0.07,1.24,127.29,8.09,120.74,127.27,0.0,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-25 11:00:00,275.0,0.04,1.54,120.92,6.44,110.38,116.15,0.0,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-25 12:00:00,271.36,0.01,1.78,114.98,5.07,99.56,104.65,0.0,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-25 13:00:00,275.22,0.0,1.81,111.35,4.19,91.51,96.24,0.49,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-25 14:00:00,289.74,0.0,1.86,110.69,4.12,90.77,95.83,1.89,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-25 15:00:00,312.65,0.0,1.95,111.59,4.67,97.06,103.0,2.81,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-25 16:00:00,332.3,0.0,1.99,111.04,5.36,103.88,110.73,3.51,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-25 17:00:00,349.63,0.0,2.06,108.81,5.65,109.72,117.27,4.39,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-25 18:00:00,361.82,0.0,2.08,105.46,5.55,113.15,121.06,5.08,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-25 19:00:00,366.62,0.0,1.99,99.83,4.98,114.26,122.14,5.73,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-25 20:00:00,371.32,0.0,1.87,93.24,4.13,115.3,123.03,6.41,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-25 21:00:00,373.93,0.0,1.75,86.64,3.35,115.89,123.4,6.66,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-25 22:00:00,374.48,0.0,1.65,79.8,2.67,115.89,123.13,6.51,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-25 23:00:00,377.18,0.0,1.61,73.4,2.08,116.23,123.24,6.16,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-26 00:00:00,380.94,0.0,1.64,67.88,1.69,116.66,123.47,5.63,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-26 01:00:00,383.21,0.0,1.82,62.49,1.52,116.61,123.4,5.13,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-26 02:00:00,390.3,0.0,2.3,57.94,1.65,117.24,124.39,5.11,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-26 03:00:00,397.39,0.07,2.83,55.76,2.15,118.52,126.23,5.15,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-26 04:00:00,392.75,0.2,2.53,63.74,3.9,122.31,130.6,4.52,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-26 05:00:00,385.9,0.27,2.16,69.77,4.92,125.69,134.23,4.19,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-26 06:00:00,377.05,0.24,1.78,79.69,6.48,132.24,141.0,3.19,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-26 07:00:00,310.32,0.1,1.11,129.47,16.0,151.1,159.58,0.0,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-26 08:00:00,274.37,0.07,0.9,134.7,13.38,135.34,142.32,0.0,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-26 09:00:00,262.15,0.06,0.88,132.9,11.59,126.46,132.76,0.0,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-26 10:00:00,264.96,0.05,1.15,129.72,10.56,126.47,132.66,0.0,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-26 11:00:00,273.61,0.03,1.6,122.95,9.52,129.36,135.58,0.0,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-26 12:00:00,284.34,0.01,2.02,117.92,8.69,131.74,137.95,0.0,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-26 13:00:00,294.34,0.0,2.18,115.6,8.19,133.12,139.39,0.0,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-26 14:00:00,306.71,0.0,2.3,114.25,8.11,134.64,141.17,0.0,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-26 15:00:00,317.1,0.0,2.47,111.55,8.12,134.95,141.79,0.68,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-26 16:00:00,321.15,0.0,2.53,107.22,7.86,132.04,139.06,1.89,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-26 17:00:00,327.12,0.0,2.51,103.92,7.31,129.31,136.53,2.6,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-26 18:00:00,331.03,0.0,2.36,101.05,6.51,126.67,133.95,3.0,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-26 19:00:00,330.69,0.0,2.1,98.13,5.87,123.66,130.84,3.49,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-26 20:00:00,333.38,0.0,1.85,94.28,4.95,122.57,129.64,4.24,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-26 21:00:00,336.08,0.0,1.65,89.74,4.04,122.07,129.05,4.64,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-26 22:00:00,337.69,0.0,1.54,84.05,3.2,121.16,127.98,4.8,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-26 23:00:00,340.32,0.0,1.53,77.65,2.46,120.82,127.47,4.84,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-27 00:00:00,345.05,0.0,1.58,71.91,2.02,121.33,127.88,4.52,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-27 01:00:00,348.31,0.0,1.78,66.75,1.87,122.04,128.68,4.24,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-27 02:00:00,358.49,0.0,2.29,62.18,1.95,123.06,130.14,4.49,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-27 03:00:00,367.59,0.06,2.88,58.74,2.15,124.17,131.82,4.87,5,Historical,aqi_historical_data.csv
Bhopal - Ashoka Garden,23.27,77.42,2025-11-27 04:00:00,370.43,0.18,2.71,61.44,2.77,125.81,133.98,4.76,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-22 05:00:00,456.65,0.74,3.94,70.04,6.23,121.04,131.69,6.05,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-22 06:00:00,431.04,0.45,2.76,89.17,6.98,122.01,131.89,5.48,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-22 07:00:00,324.67,0.17,1.58,145.14,18.65,113.87,122.12,1.01,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-22 08:00:00,284.93,0.13,1.3,156.99,19.76,110.06,117.64,0.14,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-22 09:00:00,267.37,0.11,1.28,159.61,18.9,107.45,114.6,0.0,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-22 10:00:00,272.54,0.14,2.11,145.69,16.49,108.74,115.94,0.59,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-22 11:00:00,290.68,0.15,3.76,124.7,13.5,110.47,118.07,2.38,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-22 12:00:00,311.93,0.04,5.9,110.25,11.69,111.34,119.43,4.18,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-22 13:00:00,334.15,0.0,7.37,100.76,10.68,111.58,120.33,6.24,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-22 14:00:00,357.29,0.0,8.02,93.35,9.85,112.7,122.35,8.37,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-22 15:00:00,382.91,0.0,8.4,87.34,9.2,114.47,125.11,10.82,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-22 16:00:00,402.67,0.0,8.6,81.38,8.59,115.43,126.74,13.12,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-22 17:00:00,426.07,0.0,8.84,76.42,8.15,118.1,130.09,15.1,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-22 18:00:00,443.91,0.0,8.9,71.75,7.5,120.45,132.61,16.19,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-22 19:00:00,446.37,0.0,8.29,66.54,6.32,120.65,132.35,15.44,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-22 20:00:00,450.05,0.0,7.47,61.65,5.16,120.84,132.16,13.89,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-22 21:00:00,452.21,0.0,6.71,57.28,4.28,120.16,131.11,12.52,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-22 22:00:00,451.94,0.0,6.08,53.64,3.74,118.62,129.12,11.57,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-22 23:00:00,451.09,0.0,5.57,51.34,3.56,117.56,127.69,11.29,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-23 00:00:00,449.42,0.0,5.26,49.83,3.6,117.2,127.06,11.33,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-23 01:00:00,448.23,0.0,5.32,47.91,3.72,116.17,125.96,11.4,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-23 02:00:00,456.54,0.01,6.13,44.97,3.68,115.3,125.53,11.26,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-23 03:00:00,464.02,0.34,6.75,45.1,3.82,114.44,124.98,10.79,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-23 04:00:00,439.35,0.75,5.54,58.78,5.15,111.26,121.15,8.69,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-23 05:00:00,416.79,0.75,4.53,67.36,5.31,107.71,117.03,7.82,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-23 06:00:00,390.01,0.5,3.4,81.18,5.91,108.74,117.39,6.3,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-23 07:00:00,286.21,0.11,2.0,132.29,14.05,105.38,112.17,0.65,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-23 08:00:00,254.4,0.06,1.66,137.67,13.42,97.78,103.7,0.0,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-23 09:00:00,243.47,0.05,1.62,136.21,12.1,92.19,97.65,0.0,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-23 10:00:00,250.45,0.07,2.35,123.07,10.26,92.21,97.76,0.31,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-23 11:00:00,266.43,0.07,3.75,105.85,8.44,93.37,99.35,2.29,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-23 12:00:00,284.83,0.02,5.44,95.86,7.56,94.49,100.97,4.4,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-23 13:00:00,305.52,0.0,6.88,88.89,7.14,95.55,102.72,6.76,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-23 14:00:00,330.17,0.0,7.66,81.46,6.68,97.28,105.46,9.0,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-23 15:00:00,356.16,0.0,8.12,73.52,6.1,99.35,108.6,11.14,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-23 16:00:00,375.55,0.0,8.23,64.58,5.15,99.9,109.89,12.08,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-23 17:00:00,395.4,0.0,8.19,56.37,3.93,101.04,111.44,11.02,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-23 18:00:00,406.44,0.0,7.97,50.42,2.87,101.63,111.75,9.07,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-23 19:00:00,400.37,0.0,7.13,47.69,2.19,100.55,109.68,7.27,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-23 20:00:00,393.39,0.0,6.21,47.23,1.92,100.12,108.5,6.48,5,Historical,aqi_historical_data.csv
Ujjain - Freeganj,23.18,75.78,2025-11-23 21:00:00,384.87,0.0,5.32,47.83,1.8,99.82,107.58,6.06,5,Historical,aqi_historical_data.csv
